SKU,Product,Finish,Source,Reasons
H-71989-192BGA,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Brushed Gold BGA,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-192RG,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Rose Gold RG,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-320BSS,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-320BBA,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Brushed Black BBA,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-320CP,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Chrome CP,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-320ALA,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Aluminum ALA,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-320BGA,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Brushed Gold BGA,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-320RG,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Rose Gold RG,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-416BSS,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-416BBA,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Brushed Black BBA,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-71989-416ALA,"H-71989  Series Handle/Pull - Brushed Gold, Rose Gold, Brushed Black, Brushed Nickel, Aluminum, Chrome Finish",Aluminum ALA,https://eurofitcanada.com/products/h71989,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-80BSS,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Brushed Nickel BSS,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-80BK,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Black BK,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-80RG,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Rose Gold,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-80CP,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Chrome,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-120BSS,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Brushed Nickel BSS,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-120BK,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Black BK,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-120RG,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Rose Gold,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-120CP,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Chrome,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-200BSS,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Brushed Nickel BSS,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-200BK,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Black BK,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-200RG,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Rose Gold,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-200CP,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Chrome,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-300BSS,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Brushed Nickel BSS,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-300BK,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Black BK,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-300RG,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Rose Gold,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-300CP,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Chrome,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-400BSS,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Brushed Nickel BSS,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-400BK,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Black BK,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-400RG,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Rose Gold,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-400CP,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Chrome,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-500BSS,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Brushed Nickel BSS,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-500BK,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Black BK,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-500RG,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Rose Gold,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
H-72053-500CP,"H-72053 Series Handle/Pull - Brush Nickel, Black, Rose Gold, Chrome Finished",Chrome,https://eurofitcanada.com/products/h-009-arch-satin-nickel-black-nickel-finished-copy,INSTALLATION_SECTION_REVIEW_REQUIRED
Display,Handle Board,Acrylic,https://eurofitcanada.com/products/handle-board,DISPLAY_BOARD_NOT_INDIVIDUAL_HARDWARE; MISSING_OR_UNMAPPED_MOUNTING_SPACING; MISSING_OR_UNMAPPED_OVERALL_LENGTH
K-073BSS,"K-073 Illustration Knob - Satin Nickel, Chrome, Black Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/k-073-illustration-knob-satin-nickel-chrome-black-nickel-finish-diameter-32-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-073CP,"K-073 Illustration Knob - Satin Nickel, Chrome, Black Finish",Chrome CP,https://eurofitcanada.com/products/k-073-illustration-knob-satin-nickel-chrome-black-nickel-finish-diameter-32-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-073BK,"K-073 Illustration Knob - Satin Nickel, Chrome, Black Finish",Black BK,https://eurofitcanada.com/products/k-073-illustration-knob-satin-nickel-chrome-black-nickel-finish-diameter-32-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
,"K-073 Illustration Knob - Satin Nickel, Chrome, Black Finish",Black Nickel,https://eurofitcanada.com/products/k-073-illustration-knob-satin-nickel-chrome-black-nickel-finish-diameter-32-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT; MISSING_OR_CONFLICTING_SUPPLIER_SKU
,K-091BSS Swirl Pattern Knob - Satin Nickel Finish,Brushed Nickel BSS,https://eurofitcanada.com/products/k-091bss-swirl-pattern-knob-satin-nickel-finish-l22-x-w13-x-h30mm,DETAILED_PROFILE_REQUIRED; MISSING_OR_CONFLICTING_SUPPLIER_SKU; MISSING_WIDTH
,K-325 Buzz Knob - Satin Nickel Finish,Brushed Nickel BSS,https://eurofitcanada.com/products/k-325-buzz-knob-satin-nickel-finish,MISSING_OR_CONFLICTING_SUPPLIER_SKU
K-326AIH,"K-326 Symphony Knob - Antique Silver, Oil Brushed Finish",Antique Silver AIH,https://eurofitcanada.com/products/k-326-symphony-knob-antique-silver-oil-brushed-finished-l31-x-w31-x-h24mm,DETAILED_PROFILE_REQUIRED
K-326ORB,"K-326 Symphony Knob - Antique Silver, Oil Brushed Finish",Oil Brushed ORB,https://eurofitcanada.com/products/k-326-symphony-knob-antique-silver-oil-brushed-finished-l31-x-w31-x-h24mm,DETAILED_PROFILE_REQUIRED
K-354AIH,"K-354 Dramatic Knob - Antique Silver, Oil Brushed Finish",Antique Silver AIH,https://eurofitcanada.com/products/k-354-dramatic-knob-antique-silver-oil-brushed-finished-l31-x-w31-x-h24mm,DETAILED_PROFILE_REQUIRED
K-354ORB,"K-354 Dramatic Knob - Antique Silver, Oil Brushed Finish",Oil Brushed ORB,https://eurofitcanada.com/products/k-354-dramatic-knob-antique-silver-oil-brushed-finished-l31-x-w31-x-h24mm,DETAILED_PROFILE_REQUIRED
K-358AIH,"K-358 Sophisticated Knob - Antique Silver, Oil Brushed Finish",Antique Silver AIH,https://eurofitcanada.com/products/k-358-sophisticated-knob-antique-silver-oil-brushed-l31-x-w31-x-h24mm,DETAILED_PROFILE_REQUIRED
K-358ORB,"K-358 Sophisticated Knob - Antique Silver, Oil Brushed Finish",Oil Brushed ORB,https://eurofitcanada.com/products/k-358-sophisticated-knob-antique-silver-oil-brushed-l31-x-w31-x-h24mm,DETAILED_PROFILE_REQUIRED
,K-414BSS Simplicity Knob - Satin Nickel Finish,Brushed Nickel BSS,https://eurofitcanada.com/products/k-414bss-simplicity-knob-satin-nickel-finished-l25-x-w25-x-h8mm-1,MISSING_OR_CONFLICTING_SUPPLIER_SKU
K-419CP,"K-419 Brillant Knob - Satin Nickel, Chrome Finish",Chrome CP,https://eurofitcanada.com/products/k-419-brillant-knob-satin-nickel-chrome-finished-l59-x-w59-x-h20mm,DETAILED_PROFILE_REQUIRED
K-419BSS,"K-419 Brillant Knob - Satin Nickel, Chrome Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/k-419-brillant-knob-satin-nickel-chrome-finished-l59-x-w59-x-h20mm,DETAILED_PROFILE_REQUIRED
K-581CP,"K-581 Vibrant Knob - Satin Nickel, Chrome Finish",Chrome CP,https://eurofitcanada.com/products/k-581-vibrant-knob-satin-nickel-chrome-finished-l40-x-w40-x-h32mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-581BSS,"K-581 Vibrant Knob - Satin Nickel, Chrome Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/k-581-vibrant-knob-satin-nickel-chrome-finished-l40-x-w40-x-h32mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61159BK,"K-61159 Whimsical - Chrome, Brushed Nickel, Oil Brushed, Rose Gold, Black Finish",Black BK,https://eurofitcanada.com/products/h-61159-160-whimsical-chrome-brushed-nickel-finish-l178-x-w11-x-h34-mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61159BSS,"K-61159 Whimsical - Chrome, Brushed Nickel, Oil Brushed, Rose Gold, Black Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/h-61159-160-whimsical-chrome-brushed-nickel-finish-l178-x-w11-x-h34-mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61159CP,"K-61159 Whimsical - Chrome, Brushed Nickel, Oil Brushed, Rose Gold, Black Finish",Chrome CP,https://eurofitcanada.com/products/h-61159-160-whimsical-chrome-brushed-nickel-finish-l178-x-w11-x-h34-mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61159ORB,"K-61159 Whimsical - Chrome, Brushed Nickel, Oil Brushed, Rose Gold, Black Finish",Oil Brushed ORB,https://eurofitcanada.com/products/h-61159-160-whimsical-chrome-brushed-nickel-finish-l178-x-w11-x-h34-mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61159SB,"K-61159 Whimsical - Chrome, Brushed Nickel, Oil Brushed, Rose Gold, Black Finish",Rose Gold SB,https://eurofitcanada.com/products/h-61159-160-whimsical-chrome-brushed-nickel-finish-l178-x-w11-x-h34-mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61703BK,"K-61703 Modern Knob - Chrome, Black, Rose Gold Finish",Black BK,https://eurofitcanada.com/products/k-61703-modern-knob,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61703CP,"K-61703 Modern Knob - Chrome, Black, Rose Gold Finish",Chrome CP,https://eurofitcanada.com/products/k-61703-modern-knob,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61703SB,"K-61703 Modern Knob - Chrome, Black, Rose Gold Finish",Rose Gold SB,https://eurofitcanada.com/products/k-61703-modern-knob,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61705BSS,"K-61705 Knob - Satin Nickel, Rose Gold Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/k-61705knob-satin-nickel-rose-gold-finished-l37-x-w25-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61705SB,"K-61705 Knob - Satin Nickel, Rose Gold Finish",Rose Gold SB,https://eurofitcanada.com/products/k-61705knob-satin-nickel-rose-gold-finished-l37-x-w25-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-61705BK,"K-61705 Knob - Satin Nickel, Rose Gold Finish",Black BK,https://eurofitcanada.com/products/k-61705knob-satin-nickel-rose-gold-finished-l37-x-w25-x-h22mm,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-62123BSS,"K-62123 Knob - Brushed Nickel, Oil Brushed Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/k-62123-knob-brushed-nickel-oil-brushed-finish,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-62123BOR,"K-62123 Knob - Brushed Nickel, Oil Brushed Finish",Oil Brushed BOR,https://eurofitcanada.com/products/k-62123-knob-brushed-nickel-oil-brushed-finish,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-65804BK,"K-65804 Knob - Matt Black, Satin Nickel, Chrome, Gold Finish",Black BK,https://eurofitcanada.com/products/k-65804-knob-matt-black-satin-nickel-chrome-gold-finish,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-65804BSS,"K-65804 Knob - Matt Black, Satin Nickel, Chrome, Gold Finish",Brushed Nickel BSS,https://eurofitcanada.com/products/k-65804-knob-matt-black-satin-nickel-chrome-gold-finish,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-65804CP,"K-65804 Knob - Matt Black, Satin Nickel, Chrome, Gold Finish",Chrome CP,https://eurofitcanada.com/products/k-65804-knob-matt-black-satin-nickel-chrome-gold-finish,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
K-65804GL,"K-65804 Knob - Matt Black, Satin Nickel, Chrome, Gold Finish",Gold GL,https://eurofitcanada.com/products/k-65804-knob-matt-black-satin-nickel-chrome-gold-finish,CATALOGUE_WEBSITE_DIMENSION_CONFLICT
,K-71725 Knob - Black Nickel Finish,Black Nickel,https://eurofitcanada.com/products/k-71725-knob-black-nickel-finish,MISSING_OR_CONFLICTING_SUPPLIER_SKU
