id,brand,supplier_sku,title,finish,construction,status,width_mm,height_mm,depth_mm,model_url,source_url,review_reasons
oppein-ply-wss-ber36,OPPEIN,PLY-WSS-BER36,Base Easy Reach,White Single Shaker,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-wss-ber36-base-easy-reach-9954,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-bss-ber33,OPPEIN,PB-BSS-BER33,Base Easy Reach,Blue Single Shaker,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-bss-ber33-base-easy-reach-17689,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-wss-ber33,OPPEIN,PB-WSS-BER33,Base Easy Reach,White Single Shaker,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-wss-ber33-base-easy-reach-17825,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mso-ber36,OPPEIN,PB-MSO-BER36,Base Easy Reach,Smoked Oak,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mso-ber36-base-easy-reach-18781,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-gss-ber36,OPPEIN,PLY-GSS-BER36,Base Easy Reach,Gray Single Shaker,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-gss-ber36-base-easy-reach-12098,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-gss-ber33,OPPEIN,PLY-GSS-BER33,Base Easy Reach,Gray Single Shaker,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-gss-ber33-base-easy-reach-12097,Detailed profile/footprint or accessory specification needed for modeling
oppein-bss-bep48,OPPEIN,BSS-BEP48,Base End Panel - Blue,Blue Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/bss-bep48-base-end-panel-blue-15607,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-bss-bep24,OPPEIN,BSS-BEP24,Base End Panel - Blue,Blue Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/bss-bep24-base-end-panel-blue-15613,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-bss-bep26,OPPEIN,BSS-BEP26,Base End Panel - Blue,Blue Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/bss-bep26-base-end-panel-blue-15611,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-bss-bep36,OPPEIN,BSS-BEP36,Base End Panel - Blue,Blue Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/bss-bep36-base-end-panel-blue-15609,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-pgw-bep26,OPPEIN,PGW-BEP26,Base End Panel - High White Gloss,White High Gloss,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/pgw-bep26-base-end-panel-high-white-gloss-10651,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-pgw-bep36,OPPEIN,PGW-BEP36,Base End Panel - High White Gloss,White High Gloss,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/pgw-bep36-base-end-panel-high-white-gloss-10652,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-pgw-bep48,OPPEIN,PGW-BEP48,Base End Panel - High White Gloss,White High Gloss,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/pgw-bep48-base-end-panel-high-white-gloss-10653,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-pgw-dwep3,OPPEIN,PGW-DWEP3,Base End Panel - High White Gloss,White High Gloss,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/pgw-dwep3-base-end-panel-high-white-gloss-10664,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-pgw-bep24,OPPEIN,PGW-BEP24,Base End Panel - High White Gloss,White High Gloss,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/pgw-bep24-base-end-panel-high-white-gloss-10650,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mnw-bep48,OPPEIN,MNW-BEP48,Base End Panel - Natural Wood,Natural Wood,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mnw-bep48-base-end-panel-natural-wood-10295,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mnw-bep26,OPPEIN,MNW-BEP26,Base End Panel - Natural Wood,Natural Wood,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mnw-bep26-base-end-panel-natural-wood-10293,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mnw-bep24,OPPEIN,MNW-BEP24,Base End Panel - Natural Wood,Natural Wood,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mnw-bep24-base-end-panel-natural-wood-10292,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mnw-dwep3,OPPEIN,MNW-DWEP3,Base End Panel - Natural Wood,Natural Wood,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mnw-dwep3-base-end-panel-natural-wood-10306,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mnw-bep36,OPPEIN,MNW-BEP36,Base End Panel - Natural Wood,Natural Wood,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mnw-bep36-base-end-panel-natural-wood-10294,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mso-dwep3,OPPEIN,MSO-DWEP3,Base End Panel - Smoked Oak,Smoked Oak,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mso-dwep3-base-end-panel-smoked-oak-10476,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mso-bep26,OPPEIN,MSO-BEP26,Base End Panel - Smoked Oak,Smoked Oak,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mso-bep26-base-end-panel-smoked-oak-10465,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mso-bep48,OPPEIN,MSO-BEP48,Base End Panel - Smoked Oak,Smoked Oak,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mso-bep48-base-end-panel-smoked-oak-10467,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mso-bep36,OPPEIN,MSO-BEP36,Base End Panel - Smoked Oak,Smoked Oak,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mso-bep36-base-end-panel-smoked-oak-10466,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-mso-bep24,OPPEIN,MSO-BEP24,Base End Panel - Smoked Oak,Smoked Oak,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/mso-bep24-base-end-panel-smoked-oak-10464,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-wss-bep24,OPPEIN,WSS-BEP24,Base End Panel - White,White Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/wss-bep24-base-end-panel-white-11147,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-wss-bep36,OPPEIN,WSS-BEP36,Base End Panel - White,White Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/wss-bep36-base-end-panel-white-11149,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-wss-bep48,OPPEIN,WSS-BEP48,Base End Panel - White,White Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/wss-bep48-base-end-panel-white-11150,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-wss-bep26,OPPEIN,WSS-BEP26,Base End Panel - White,White Single Shaker,,specification_review,,,,,https://www.oppeincabinetry.ca/shop/wss-bep26-base-end-panel-white-11148,Missing or conflicting explicitly labelled W/H/D; Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-gss-bls36,OPPEIN,PB-GSS-BLS36,Base Lazy Susan Cabinet,Gray Single Shaker,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-gss-bls36-base-lazy-susan-cabinet-17964,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mso-bls33,OPPEIN,PB-MSO-BLS33,Base Lazy Susan Cabinet,Smoked Oak,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mso-bls33-base-lazy-susan-cabinet-18782,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mso-bls36,OPPEIN,PB-MSO-BLS36,Base Lazy Susan Cabinet,Smoked Oak,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mso-bls36-base-lazy-susan-cabinet-18783,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mnw-bls33,OPPEIN,PLY-MNW-BLS33,Base Lazy Susan Cabinet,Natural Wood,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mnw-bls33-base-lazy-susan-cabinet-13989,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-wss-bls36,OPPEIN,PLY-WSS-BLS36,Base Lazy Susan Cabinet,White Single Shaker,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-wss-bls36-base-lazy-susan-cabinet-11365,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-ssw-bls33,OPPEIN,PLY-SSW-BLS33,Base Lazy Susan Cabinet,White Slim Shaker,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-ssw-bls33-base-lazy-susan-cabinet-12527,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mso-bls36,OPPEIN,PLY-MSO-BLS36,Base Lazy Susan Cabinet,Smoked Oak,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mso-bls36-base-lazy-susan-cabinet-14657,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-pgw-bls36,OPPEIN,PLY-PGW-BLS36,Base Lazy Susan Cabinet,White High Gloss,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-pgw-bls36-base-lazy-susan-cabinet-15392,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-bss-bls36,OPPEIN,PB-BSS-BLS36,Base Lazy Susan Cabinet,Blue Single Shaker,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-bss-bls36-base-lazy-susan-cabinet-17692,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-bss-bls33,OPPEIN,PB-BSS-BLS33,Base Lazy Susan Cabinet,Blue Single Shaker,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-bss-bls33-base-lazy-susan-cabinet-17691,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-bss-bls36,OPPEIN,PLY-BSS-BLS36,Base Lazy Susan Cabinet,Blue Single Shaker,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-bss-bls36-base-lazy-susan-cabinet-15694,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-bss-bls33,OPPEIN,PLY-BSS-BLS33,Base Lazy Susan Cabinet,Blue Single Shaker,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-bss-bls33-base-lazy-susan-cabinet-15693,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-gss-bls33,OPPEIN,PB-GSS-BLS33,Base Lazy Susan Cabinet,Gray Single Shaker,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-gss-bls33-base-lazy-susan-cabinet-17963,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-ssw-bls36,OPPEIN,PLY-SSW-BLS36,Base Lazy Susan Cabinet,White Slim Shaker,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-ssw-bls36-base-lazy-susan-cabinet-12474,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-gss-bls36,OPPEIN,PLY-GSS-BLS36,Base Lazy Susan Cabinet,Gray Single Shaker,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-gss-bls36-base-lazy-susan-cabinet-12101,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-gss-bls33,OPPEIN,PLY-GSS-BLS33,Base Lazy Susan Cabinet,Gray Single Shaker,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-gss-bls33-base-lazy-susan-cabinet-12100,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-pgw-bls33,OPPEIN,PB-PGW-BLS33,Base Lazy Susan Cabinet,White High Gloss,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-pgw-bls33-base-lazy-susan-cabinet-18099,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-pgw-bls36,OPPEIN,PB-PGW-BLS36,Base Lazy Susan Cabinet,White High Gloss,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-pgw-bls36-base-lazy-susan-cabinet-18100,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-wss-bls33,OPPEIN,PB-WSS-BLS33,Base Lazy Susan Cabinet,White Single Shaker,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-wss-bls33-base-lazy-susan-cabinet-17827,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mnw-bls36,OPPEIN,PLY-MNW-BLS36,Base Lazy Susan Cabinet,Natural Wood,Plywood,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mnw-bls36-base-lazy-susan-cabinet-13935,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-pgw-bls33,OPPEIN,PLY-PGW-BLS33,Base Lazy Susan Cabinet,White High Gloss,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-pgw-bls33-base-lazy-susan-cabinet-15446,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-wss-bls36,OPPEIN,PB-WSS-BLS36,Base Lazy Susan Cabinet,White Single Shaker,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-wss-bls36-base-lazy-susan-cabinet-17828,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-ssw-bls36,OPPEIN,PB-SSW-BLS36,Base Lazy Susan Cabinet,White Slim Shaker,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-ssw-bls36-base-lazy-susan-cabinet-18919,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mnw-bls33,OPPEIN,PB-MNW-BLS33,Base Lazy Susan Cabinet,Natural Wood,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mnw-bls33-base-lazy-susan-cabinet-18646,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mnw-bls36,OPPEIN,PB-MNW-BLS36,Base Lazy Susan Cabinet,Natural Wood,Particle board,specification_review,914.4,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mnw-bls36-base-lazy-susan-cabinet-18647,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-ssw-bls33,OPPEIN,PB-SSW-BLS33,Base Lazy Susan Cabinet,White Slim Shaker,Particle board,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-ssw-bls33-base-lazy-susan-cabinet-18918,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mso-bls33,OPPEIN,PLY-MSO-BLS33,Base Lazy Susan Cabinet,Smoked Oak,Plywood,specification_review,838.2,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mso-bls33-base-lazy-susan-cabinet-14710,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mso-bmc24,OPPEIN,PLY-MSO-BMC24,Base Microwave Cabinet,Smoked Oak,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mso-bmc24-base-microwave-cabinet-14696,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mnw-bmc30,OPPEIN,PLY-MNW-BMC30,Base Microwave Cabinet,Natural Wood,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mnw-bmc30-base-microwave-cabinet-13990,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-pgw-bsr06,OPPEIN,PLY-PGW-BSR06,Base Microwave Cabinet,White High Gloss,Plywood,model_ready,152.4,762.0,606.425,/cabinet-inventory/models/oppein-ply-pgw-bsr06.glb,https://www.oppeincabinetry.ca/shop/ply-pgw-bsr06-base-microwave-cabinet-16731,
oppein-pb-wss-bmc24,OPPEIN,PB-WSS-BMC24,Base Microwave Cabinet,White Single Shaker,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-wss-bmc24-base-microwave-cabinet-17829,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-wss-bmc24,OPPEIN,PLY-WSS-BMC24,Base Microwave Cabinet,White Single Shaker,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-wss-bmc24-base-microwave-cabinet-11409,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-ssw-bmc24,OPPEIN,PLY-SSW-BMC24,Base Microwave Cabinet,White Slim Shaker,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-ssw-bmc24-base-microwave-cabinet-12513,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-gss-bmc24,OPPEIN,PLY-GSS-BMC24,Base Microwave Cabinet,Gray Single Shaker,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-gss-bmc24-base-microwave-cabinet-12103,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mso-bmc30,OPPEIN,PLY-MSO-BMC30,Base Microwave Cabinet,Smoked Oak,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mso-bmc30-base-microwave-cabinet-14711,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mso-bmc30,OPPEIN,PB-MSO-BMC30,Base Microwave Cabinet,Smoked Oak,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mso-bmc30-base-microwave-cabinet-18785,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-mnw-bmc24,OPPEIN,PLY-MNW-BMC24,Base Microwave Cabinet,Natural Wood,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-mnw-bmc24-base-microwave-cabinet-13975,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mnw-bmc24,OPPEIN,PB-MNW-BMC24,Base Microwave Cabinet,Natural Wood,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mnw-bmc24-base-microwave-cabinet-18648,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mnw-bmc30,OPPEIN,PB-MNW-BMC30,Base Microwave Cabinet,Natural Wood,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mnw-bmc30-base-microwave-cabinet-18649,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-bss-bmc24,OPPEIN,PB-BSS-BMC24,Base Microwave Cabinet,Blue Single Shaker,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-bss-bmc24-base-microwave-cabinet-17693,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-ssw-bmc24,OPPEIN,PB-SSW-BMC24,Base Microwave Cabinet,White Slim Shaker,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-ssw-bmc24-base-microwave-cabinet-18920,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-wss-bmc30,OPPEIN,PLY-WSS-BMC30,Base Microwave Cabinet,White Single Shaker,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-wss-bmc30-base-microwave-cabinet-9959,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-ssw-bmc30,OPPEIN,PB-SSW-BMC30,Base Microwave Cabinet,White Slim Shaker,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-ssw-bmc30-base-microwave-cabinet-18921,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-pgw-bmc30,OPPEIN,PB-PGW-BMC30,Base Microwave Cabinet,White High Gloss,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-pgw-bmc30-base-microwave-cabinet-18102,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-wss-bmc30,OPPEIN,PB-WSS-BMC30,Base Microwave Cabinet,White Single Shaker,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-wss-bmc30-base-microwave-cabinet-17830,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-gss-bmc30,OPPEIN,PLY-GSS-BMC30,Base Microwave Cabinet,Gray Single Shaker,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-gss-bmc30-base-microwave-cabinet-12104,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-ssw-bmc30,OPPEIN,PLY-SSW-BMC30,Base Microwave Cabinet,White Slim Shaker,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-ssw-bmc30-base-microwave-cabinet-12528,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-bss-bmc30,OPPEIN,PB-BSS-BMC30,Base Microwave Cabinet,Blue Single Shaker,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-bss-bmc30-base-microwave-cabinet-17694,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-gss-bmc30,OPPEIN,PB-GSS-BMC30,Base Microwave Cabinet,Gray Single Shaker,Particle board,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-gss-bmc30-base-microwave-cabinet-17966,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-gss-bmc24,OPPEIN,PB-GSS-BMC24,Base Microwave Cabinet,Gray Single Shaker,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-gss-bmc24-base-microwave-cabinet-17965,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-bss-bmc24,OPPEIN,PLY-BSS-BMC24,Base Microwave Cabinet,Blue Single Shaker,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-bss-bmc24-base-microwave-cabinet-15691,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-bss-bmc30,OPPEIN,PLY-BSS-BMC30,Base Microwave Cabinet,Blue Single Shaker,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-bss-bmc30-base-microwave-cabinet-15692,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-pgw-bmc24,OPPEIN,PLY-PGW-BMC24,Base Microwave Cabinet,White High Gloss,Plywood,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-pgw-bmc24-base-microwave-cabinet-15432,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-mso-bmc24,OPPEIN,PB-MSO-BMC24,Base Microwave Cabinet,Smoked Oak,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-mso-bmc24-base-microwave-cabinet-18784,Detailed profile/footprint or accessory specification needed for modeling
oppein-pb-pgw-bmc24,OPPEIN,PB-PGW-BMC24,Base Microwave Cabinet,White High Gloss,Particle board,specification_review,609.6,762.0,606.425,,https://www.oppeincabinetry.ca/shop/pb-pgw-bmc24-base-microwave-cabinet-18101,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-pgw-bmc30,OPPEIN,PLY-PGW-BMC30,Base Microwave Cabinet,White High Gloss,Plywood,specification_review,762.0,762.0,606.425,,https://www.oppeincabinetry.ca/shop/ply-pgw-bmc30-base-microwave-cabinet-15447,Detailed profile/footprint or accessory specification needed for modeling
oppein-ply-bss-bsr06,OPPEIN,PLY-BSS-BSR06,Base Spice Rack,Blue Single Shaker,Plywood,model_ready,152.4,762.0,606.425,/cabinet-inventory/models/oppein-ply-bss-bsr06.glb,https://www.oppeincabinetry.ca/shop/ply-bss-bsr06-base-spice-rack-16701,
oppein-ply-wss-bsr12,OPPEIN,PLY-WSS-BSR12,Base Spice Rack,White Single Shaker,Plywood,model_ready,304.8,762.0,606.425,/cabinet-library/models/PLY-WSS-BSR12.glb,https://www.oppeincabinetry.ca/shop/ply-wss-bsr12-base-spice-rack-9961,
oppein-ply-pgw-bsr09,OPPEIN,PLY-PGW-BSR09,Base Spice Rack,White High Gloss,Plywood,model_ready,228.6,762.0,606.425,/cabinet-inventory/models/oppein-ply-pgw-bsr09.glb,https://www.oppeincabinetry.ca/shop/ply-pgw-bsr09-base-spice-rack-15448,
oppein-ply-wss-bsr09,OPPEIN,PLY-WSS-BSR09,Base Spice Rack,White Single Shaker,Plywood,model_ready,228.6,762.0,606.425,/cabinet-library/models/PLY-WSS-BSR09.glb,https://www.oppeincabinetry.ca/shop/ply-wss-bsr09-base-spice-rack-9960,
oppein-ply-bss-bsr09,OPPEIN,PLY-BSS-BSR09,Base Spice Rack,Blue Single Shaker,Plywood,model_ready,228.6,762.0,606.425,/cabinet-inventory/models/oppein-ply-bss-bsr09.glb,https://www.oppeincabinetry.ca/shop/ply-bss-bsr09-base-spice-rack-15695,
oppein-pb-wss-bsr06,OPPEIN,PB-WSS-BSR06,Base Spice rack,White Single Shaker,Particle board,model_ready,152.4,762.0,606.425,/cabinet-inventory/models/oppein-pb-wss-bsr06.glb,https://www.oppeincabinetry.ca/shop/pb-wss-bsr06-base-spice-rack-17831,
oppein-ply-ssw-bsr12,OPPEIN,PLY-SSW-BSR12,Base Spice rack,White Slim Shaker,Plywood,model_ready,304.8,762.0,606.425,/cabinet-inventory/models/oppein-ply-ssw-bsr12.glb,https://www.oppeincabinetry.ca/shop/ply-ssw-bsr12-base-spice-rack-12530,
oppein-pb-bss-bsr06,OPPEIN,PB-BSS-BSR06,Base Spice rack,Blue Single Shaker,Particle board,model_ready,152.4,762.0,606.425,/cabinet-inventory/models/oppein-pb-bss-bsr06.glb,https://www.oppeincabinetry.ca/shop/pb-bss-bsr06-base-spice-rack-17695,
oppein-pb-bss-bsr09,OPPEIN,PB-BSS-BSR09,Base Spice rack,Blue Single Shaker,Particle board,model_ready,228.6,762.0,606.425,/cabinet-inventory/models/oppein-pb-bss-bsr09.glb,https://www.oppeincabinetry.ca/shop/pb-bss-bsr09-base-spice-rack-17696,
oppein-pb-bss-bsr12,OPPEIN,PB-BSS-BSR12,Base Spice rack,Blue Single Shaker,Particle board,model_ready,304.8,762.0,606.425,/cabinet-inventory/models/oppein-pb-bss-bsr12.glb,https://www.oppeincabinetry.ca/shop/pb-bss-bsr12-base-spice-rack-17697,
